what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778460486
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298778461294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778485849
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778491852
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1298778492334
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1298778492405
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1298778492644
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1298778492688
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298778496175
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778500435
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778505370
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298778584644
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778587010
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778590848
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298778593452
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298778597597
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298778597679
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778638861
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778646573
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778663652
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778673226
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778674619
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778676990
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298778702911
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1298778703797
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778705585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778758541
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778761430
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778984538
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298778985049
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298778987548
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1298778988026
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778989943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298778996469
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1298778996530
error,log,,,"Failed to update a TargetChangeListener.",1298778996734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779003238
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1298779025086
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779056440
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779061207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779067067
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298779068514
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779085350
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779122741
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779129497
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779132300
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779137494
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779138504
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1298779138533
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779141364
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779176338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779205777
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779219481
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779221439
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779248535
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779258577
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779262838
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298779263717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779266289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779405163
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298779407904
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779408690
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779414585
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298779418882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779419959
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779421323
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298779423132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779423939
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779426658
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298779428735
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779440420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779440767
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779442397
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1298779448442
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779450257
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779452769
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779453590
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779454862
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779455533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779456359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779466344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779466570
error,log,,,"Unhandled event loop exception",1298779466791
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779468913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779487619
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779519370
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1298779521646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779523586
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779525903
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1298779527358
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779533470
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779534571
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779540105
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779543223
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779544842
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779545765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779546502
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779554334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779555826
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779556646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779558226
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779559710
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779576535
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779584150
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779589023
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779591179
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779597463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779598439
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779599210
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779606148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779610560
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779611753
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779614942
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779617048
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779618008
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779619068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779620721
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779623038
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779640754
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779641902
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779643340
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779644599
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779646095
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779647244
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779651981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779656970
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779657919
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1298779658023
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779660540
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779661250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779671914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779742816
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1298779746708
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779751360
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779756636
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779758517
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779762388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779762449
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779787168
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298779791899
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779792500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779793319
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779794183
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298779797467
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1298779798656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779801245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779806709
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779808108
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779809075
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779810871
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779813151
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779817265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779818680
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779822195
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779822814
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779823939
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779825753
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779828243
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779830293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779831631
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779832778
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779833544
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779834497
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779837549
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779839049
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779852380
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298779854556
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779857614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779858571
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298779860235
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779860893
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779864993
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779866412
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779868379
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779869298
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779870746
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779871751
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779873342
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779874276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779883320
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779883721
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779934873
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1298779938475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779939539
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779946442
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298779948583
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298779956426
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779957221
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779960685
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298779960851
error,log,,,"Unhandled event loop exception",1298779960946
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298779961472
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1298779972860
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1298779973139
opened,view,com.android.ide.eclipse.ddms,9.0.0.v201101191456-93220,"com.android.ide.eclipse.ddms.views.LogCatView",1298779973314
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1298779973391
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1298779988468
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298779998709
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1298780025483
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1298780029851
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780038840
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780040192
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1298780040222
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780043155
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780083408
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1298780102624
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780128998
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780139319
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1298780141447
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1298780143437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298780149249
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780150164
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780154388
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298780162404
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298780163017
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298780164055
closed,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1298780164056
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.close",1298780164338
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1298780166367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780166943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780168241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780169263
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780170356
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780171786
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780173254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780174847
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780176082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780177277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780180158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780181315
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780182814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780184337
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780187074
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780190285
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780191436
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298780192091
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780192871
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780195093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780197207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780200168
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780210686
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780211860
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780213333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780214195
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780214900
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780216075
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298780218738
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780219103
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780220276
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780222532
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780224200
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298780226218
closed,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1298780226218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.close",1298780226302
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780226792
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780229640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780230624
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780232360
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780233549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780234523
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298780237382
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780243609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298780261813
