what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203380273
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1299203380597
started,bundle,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui",1299203380769
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1299203380906
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1299203381269
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1299203381341
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299203385188
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1299203385188
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1299203418155
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299203439953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203444385
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203450578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203454122
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203465114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203497017
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203520035
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203520440
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203528540
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203529588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203554350
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299203579261
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299203643420
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1299203650466
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203650860
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203683628
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203686624
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203689490
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203792357
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203844586
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203860339
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203893701
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299203939055
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203960389
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203965604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203971339
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299203988700
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204037315
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204062708
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1299204116431
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1299204126444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299204137678
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299204153377
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204178009
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204251906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204254146
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204272093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204279702
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204282059
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299204288891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204318634
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204321051
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204405970
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204426258
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204440830
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204447671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204448109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204449768
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204452589
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299204598311
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1299204649421
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1299204653369
