what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299195983556
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299195998969
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1299196001623
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1299196001738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1299196013674
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1299196037251
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299196037626
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299196040692
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299196053510
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196058009
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196060206
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196062807
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196063886
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196064562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196071604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196072608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196077620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196106608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196124207
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196126267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196175371
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1299196180623
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1299196182074
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1299196190059
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1299196192719
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1299196208623
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196208995
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196212443
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196216787
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196218631
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1299196220122
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1299196231420
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1299196232522
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196235124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196239037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196250098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196269056
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196270885
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196272887
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299196290968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196293117
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196298222
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196310146
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1299196311454
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196320721
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196324978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196336938
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299196348702
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1299196352993
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196353603
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299196359243
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1299196363724
